date,time,location,State,Country_orig,Country,country_trim,country_code,operator,operator_code,flight_no,route,ac_type,registration,cn_ln,aboard,aboard_count,fatalities,fatal_count,ground,summary
23-Dec-36,?,Near Dallas, Texas,,USA,USA,5120,Braniff Airways,7840,?,Test flight,Lockheed 10 Electra,NC14905,1018,6   (passengers:4  crew:2),6 ,6   (passengers:4  crew:2),6 ,0,After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..
10-Sep-43,c 16:00,Off Galveston, Texas,,USA,USA,5120,Military - U.S. Army Air Forces,18810,?,?,Boeing B-17F / Boeing B-17F,42-4621/42-6031,?,22   (passengers:0  crew:22),22 ,22   (passengers:0  crew:22),22 ,0,Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.
20-Apr-45,6:40,Sweetwater, Texas,,USA,USA,5120,Military - U.S. Army Air Forces,18810,?,"Midland, TX - Nashville, TN",Douglas C-47-DL,41-18451,4513,25   (passengers:20  crew:5),25 ,25   (passengers:20  crew:5),25 ,0,Broke-up after entering an area of thunderstorms. Initial structural failure involved the elevator followed by the entire aircraft.
8-Nov-45,20:00,Off Corpus Christi, Texas,,USA,USA,5120,Military - U.S. Navy / Military - U.S. Navy,18900,?,?,Martin PBM-3S  / Martin PBM-5,01710 / 69113,?,27   (passengers:?  crew:?),27 ,22   (passengers:?  crew:?),22 ,0,The aircraft expierence a midair collision over Corpus Christi Bay while on a training flight.
8-Oct-47,7:55,Near El Paso, Texas,,USA,USA,5120,American Airlines,5870,311,New York City - Dallas - Los Angeles,Douglas DC-4,NC90432,10314/DC45,54   (passengers:49  crew:5),54 ,0   (passengers:0  crew:0),0 ,0,"While cruising at 8,000 ft. in clear weather, the aircraft went into steep dive which the co-pilot was able to pull out of at 350 feet from the ground.  As a prank, a captain riding in the jump seat, engaged the gust lock in flight. The command pilot, not knowing the gust lock was engaged, rolled the elevator trim tab with no response. When the jump seat captain disengaged the gust lock,the aircraft went into a steep dive, executed part of an outside roll and become inverted. Neither the command nor jump seat captain had seat belts on and they accidentally feathered No. 1, 2 and 4 engines when they hit the controls with their heads.  No one realized it at the time but the feathering reduced power and allowed the co-pilot, who was strapped in, to pull out of the dive."
29-Nov-49,5:49,Dallas, Texas,,USA,USA,5120,American Airlines,5870,157,New York City - Mexico City,Douglas DC-6,N90728,42895/58,46   (passengers:41  crew:5),46 ,28   (passengers:26  crew:2),28 ,0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed."
3-Jun-51,?,New Boston, Texas,,USA,USA,5120,Military - U.S. Air Force,18690,?,?,Fairchild C-82,?,?,10   (passengers:0  crew:10),10 ,10   (passengers:0  crew:10),10 ,0,Struck by lightning and crashed.
12-Mar-52,?,Near Sequin, Texas,,USA,USA,5120,Military - U.S. Air Force / U.S. Air Force,18740,?,Training,Boeing B-29 / Boeing B-29,?,?,15   (passengers:0  crew:15),15 ,15   (passengers:0  crew:15),15 ,?,"While on a training mission and flying blind on instruments the planes collided. One plane struck the ground and disintegrated. The other glided down several miles away, exploded and burned. Both planes crashed on ranches several miles apart about 18 miles from San Antonio . Six killed on one plane and seven on the other."
17-May-53,14:15,Near Marshall, Texas,,USA,USA,5120,Delta Air Lines,10420,318,Dallas - Shreveport,Douglas DC-3,N28345,2224,20   (passengers:17  crew:3),20 ,19   (passengers:16  crew:3),19 ,0,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action."
27-Mar-58,16:15,Bridgeport, Texas,,USA,USA,5120,Military - U.S. Air Force/Military - U.S. Air Force,18750,?,San Antionio - OK City / Wichita Falls - Forth Worth,Douglas C-124C / Fairchild C-119C,52-981A/49-195A,?,18   (passengers:?  crew:?),18 ,18   (passengers:?  crew:?),18 ,0,"Collided in midair while cruising at 6,000 ft. Both aircraft crashed into farmlands killing all aboard. The pilot of the 49-195A was flying at the wrong altitude."
1-Feb-59,23:37,Kerrville, Texas,,USA,USA,5120,General Airways,12450,?,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,N17314,1924,28   (passengers:30  crew:2),28 ,3   (passengers:1  crew:2),3 ,0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.
2-Sep-59,?,Abilene, Texas,,USA,USA,5120,Aaxico Airlines,1070,?,"Abilene, TX - Forth Worth, TX",Curtiss C-46A,N5140B,26809,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,"The cargo plane took off, rose to 200 ft., stalled and crashed. Elevator control lost. The aft link assembly became disconnected from the clevis in the elevator control horn assembly when an improperly secured bolt backed out."
29-Sep-59,23:09,Buffalo, Texas,,USA,USA,5120,Braniff Airlines,7830,542,Houston - Dallas,Lockheed 188A Electra,N9705C,1090,34   (passengers:28  crew:6),34 ,34   (passengers:28  crew:6),34 ,0,"In-flight separation of the left wing resulted in the aircraft crashing 3 miles southeast of Buffalo, Texas. A design flaw caused an oscillation known as  mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. One of two accidents with the same cause. See 3/17/1960."
4-Jun-64,21:00,Mason, Texas,,USA,USA,5120,Commercial Air Taxi,9600,?,?,Piper PA-24,N5420P,?,3   (passengers:1  crew:2),3 ,3   (passengers:1  crew:2),3 ,0,Continued VFR flight into IFR conditions. Pilot error. Exercised poor judgement.
29-Dec-65,22:45,Redericksburg, Texas,,USA,USA,5120,Ray A. Gardner - Taxi,22280,?,?,Beechcraft G35,N4554D,?,3   (passengers:2  crew:1),3 ,3   (passengers:2  crew:1),3 ,0,VFR flight into adverse weather conditions.
3-May-68,15:48,Near Dawson, Texas,,USA,USA,5120,Braniff Airlines,7830,352,Houston - Dallas-Fort Worth,Lockheed L188A Electra,N9707C,1099,85   (passengers:80  crew:5),85 ,85   (passengers:80  crew:5),85 ,0,"On a flight from Houston to Dallas the airliner flew into thunderstorms. While attempting to turn around by making a right hand turn, winds lifted the port wing, forcing the starboard wing down past 90 degrees.  A stall resulted from this unusual attitude, pitching the nose down. During the recovery maneuver, the starboard wing was over-stressed, separating from the aircraft followed by the the tail and engines. The aircraft crashed into a field. Pilot's decision to penetrate a line of thunderstorms and severe weather. Visual perception of the pilot may have been reduced by a near lightning strike."
13-Mar-72,?,Fort Worth, Texas,,USA,USA,5120,Military - U.S. Air Force,18690,?,?,Boeing KC-135A,58-0048,17793/263,5   (passengers:0  crew:5),5 ,5   (passengers:0  crew:5),5 ,0,"While attempting to land the right wing struck the ground, the plane crashed and burned."
30-May-72,6:24,Dallas/Ft. Worth, Texas,,USA,USA,5120,Delta Air Lines,10420,9570,Training,McDonnell Douglas DC-9-14,N3305L,45700,4   (passengers:0  crew:4),4 ,4   (passengers:0  crew:4),4 ,0,"While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding ""heavy"" jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions."
18-Jun-72,1:50,Smiley, Texas,,USA,USA,5120,Air Central,2880,?,"Harlingen, TX - Austin, TX",Cessna 182N,N9077N,?,5   (passengers:4  crew:1),5 ,5   (passengers:4  crew:1),5 ,0,Mentally distrubed passenger in rear seat shot pilot twice.
30-Apr-74,13:47,Galveston, Texas,,USA,USA,5120,Houston Metro Airlines,13520,?,"Galveston, TX - Houston, TX",Beechcraft 99,N853SA,U-41,12   (passengers:10  crew:2),12 ,6   (passengers:5  crew:1),6 ,0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.
1-Feb-75,8:58,Houston, Texas,,USA,USA,5120,Horizon Properties,13490,?,"Lawton, OK - Huntsville, TX",Douglas DC-3C,N15HC,43080,16   (passengers:14  crew:2),16 ,5   (passengers:3  crew:2),5 ,0,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation."
22-Dec-77,12:42,Giddings, Texas,,USA,USA,5120,Aviation Charter - Air Taxi,6890,?,"Houston, TX - Austin, TX",Piper PA-28R,N116MM,?,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,Exceeded design stress limits of aircraft after experiencing airframe ice.
4-Apr-78,23:20,Off Galveston, Texas,,USA,USA,5120,Air Logistics,3320,?,?,Bell 212,N140AL,?,6   (passengers:4  crew:2),6 ,3   (passengers:3  crew:0),3 ,0,The helicopter was attempting to land on an oil drilling platform. The co-pilot suffered spatial disorientation and stalled helicopter and crashed.
13-Nov-78,2:35,Lubbox, Texas,,USA,USA,5120,Astrd Wing Aviaiton - Air Taxi,6500,?,"Dallas, TX - Lubbox, TX",Cessna 310J,N310BJ,?,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,Crashed while on an ILS approach in fog and low visibility. Improper IFR operation. Tower advised pilot was 1/2 mile off course.
21-Mar-80,19:49,Houston, Texas,,USA,USA,5120,Eagle Commuter,10880,?,"Houston, TX - Brownwood, TX",Piper PA-28-180,N55932,28-7305503,10   (passengers:8  crew:2),10 ,7   (passengers:5  crew:2),7 ,0,"The right engine failed while taking off. The plane plunged to the ground, struck a helicopter, a small plane, four parked cars, and slammed into a hanger and burst into flames. The engine failed for undetermined reasons.  Improper emergency procedures. The pilot did not properly configure aircraft and  land immediately."
28-Nov-80,21:35,Pecos City, Texas,,USA,USA,5120,Central Air Services,8860,?,?,Douglas DC-7B,N816D,45085/714,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command  failed to obtain/maintain flying speed. Improper emergency procedures
26-Nov-83,15:30,Midland, Texas,,USA,USA,5120,Air Taxi - Texas Western Aviation,4760,?,"Wichita, TX - Midland, TX",Beechcraft B-100,N1910L,BE-10,8   (passengers:7  crew:1),8 ,8   (passengers:7  crew:1),8 ,0,"Witnesses observed what appeared to be a normal approach, but at 30 to 50 ft. agl, the pilot initiated a go-around, the aircraft pitched up in an extremely nose high attitude, then entered a left bank, stalled & crashed. Reasons for occurrence undetermined."
12-Mar-85,?,Fort Hood, Texas,,USA,USA,5120,Military - U.S. Air Force,18690,?,Training,Lockheed C-130E Hercules,64-0549,4044,6   (passengers:0  crew:6),6 ,6   (passengers:0  crew:6),6 ,0,Stalled during a training exercise and crashed.
2-Aug-85,18:06,Ft. Worth-Dallas, Texas,,USA,USA,5120,Delta Air Lines,10420,191,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,N726DA,1163,163   (passengers:152  crew:11),163 ,134   (passengers:126  crew:8),134 ,1,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear."
31-Dec-85,17:14,De Kalb, Texas,,USA,USA,5120,Private,21740,?,Guntersville - Dallas/Ft. Worth,Douglas DC-3,N711Y,13658,9   (passengers:7  crew:2),9 ,7   (passengers:7  crew:0),7 ,0,"The plane crash landed into a field and struck a pole then continued into trees after dense smoke filled the plane and cockpit. The fire most likely started in a defective cabin heater but was not determined for sure. Singer Rick Nelson, 45, fiancée Helen Blair, 27, soundman Clark Russell and the members of his back-up group The Stone Canyon Band, Andy Chapin, 20, Rick Intveld, 22, Bobby Neal, 38, and Patrick Woodward, 35 were killed. Both pilots survived after climbing out the cockpit windows. Nelson had purchased the DC-3 in May 1985 from Jerry Lee Lewis and the craft had been forced to make two emergency landings in the previous six months. Nelson and his band were en route to perform at the half-time festivities at the Cotton Bowl."
4-Oct-86,4:10,San Antonio, Texas,,USA,USA,5120,Southern Air Transport,24780,15,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,N15ST,4391,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
31-Aug-88,9:01,Dallas, Texas,,USA,USA,5120,Delta Air Lines,10420,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,N473DA,20750/992,108   (passengers:101  crew:7),108 ,14   (passengers:12  crew:2),14 ,0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
31-Jan-89,12:10,Near Abilene, Texas,,USA,USA,5120,Military - U.S. Air Force,18690,?,Dyess AFB - Hawaii,Boeing KC-135A,63-7990,18607/646,19   (passengers:12  crew:7),19 ,19   (passengers:12  crew:7),19 ,0,Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.
18-Mar-89,2:15,Carswell AFB, Texas,,USA,USA,5120,Evergreen International Airlines,11400,?,"Fort Worth, TX - Oklahoma City, OK",McDonnell Douglas DC-9-33RC,N931F,47192/287,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,"The loss of control of the airplane for undetermined reasons following the in-flight opening of the improperly latched cargo door. Contributing to the accident were inadequate procedures used by Evergreen Airlines and approved by the FAA for pre-flight verification of external cargo door lock pin manual control handle, and the failure of McDonnell Douglas to provide flight crew guidance and emergency procedures for an in-flight opening of the cargo door. Also contributing to the accident was the failure of the FAA to mandate modification to the door-open warning system for DC-9 cargo-configured airplanes, given the previously known occurrences of in-flight door openings."
6-Oct-89,22:05,Uncertain, Texas,,USA,USA,5120,Winchester Air,28770,?,"Uncertain, TX - Destsin, FL",Cessna 208 Caravan I,N208W,208-00115,5   (passengers:3  crew:2),5 ,5   (passengers:3  crew:2),5 ,0,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway."
11-Sep-91,10:03,Near Eagle Lake, Texas,,USA,USA,5120,Continental Express,9890,2574,Laredo - Houston,Embraer 120RT Brasilia,N33701,120-077,14   (passengers:11  crew:3),14 ,14   (passengers:11  crew:3),14 ,0,In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.
10-Dec-01,18:21,Sierra Blanca, Texas,,USA,USA,5120,Air Cargo Express,2850,36,Harlingen - El Paso,Learjet 24D,N997TD,24-247,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,While enroute the cargo plane on a positioning flight entered an uncontroled descent and crashed. Loss of control during descent for undetermined reasons.
19-Sep-03,17:10,Del Rio, Texas,,USA,USA,5120,Ameristar Jet Charter,6010,982,El Paso - Del Rio,Learjet 25B,N666TW,25-116,2   (passengers:0  crew:2),2 ,1   (passengers:0  crew:1),1 ,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing."
21-Mar-04,2:20,Pyote, Texas,,USA,USA,5120,Air Ambulance - Med-Trans Corp.,2710,?,"Odessa, TX - Lubbock, TX",Bell 407,N502MT,53549,5   (passengers:4  crew:1),5 ,4   (passengers:3  crew:1),4 ,0,"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission."
22-Nov-04,6:15,Houston, Texas,,USA,USA,5120,Business Jet Services,8260,?,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria."
8-Jun-08,7:45,Huntsville, Texas,,USA,USA,5120,PHI Air Medical,21420,?,Huntsville-Houston,Bell 407,N416PH,53276,4   (passengers:1  crew:3),4 ,4   (passengers:1  crew:3),4 ,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog."
11-Dec-08,6:25,Off Sabine Pass, Texas,,USA,USA,5120,Rotorcraft Leasing Co,22730,?,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,N180AL,52104,3   (passengers:3  crew:2),3 ,3   (passengers:3  crew:2),3 ,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass."
1-Jan-09,4:37,Lubock, Texas,,USA,USA,5120,Empire Airlines leased from FedEx,11200,8284,Fort Worth - Lubbock,ATR-42-320,N902FX,175,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance."
4-Jul-10,0:18,Alpine, Texas,,USA,USA,5120,O'Hara Flying Service II LP,20440,?,Alpine -  Midland,Cessna 421B,N31AS,421B0473,5   (passengers:4  crew:1),5 ,5   (passengers:4  crew:1),5 ,0,"The air ambulance had just taken off from Alpine-Casparis Municipal Airport when the pilot attempted to make an emergency landing. The plane hit a rut in a muddy field, a mile from the airport, overturned and burned. The aircraft was carrying a patient, her husband, two flight nurses and the pilot. The degraded performance of the airplane due to the pilot not properly setting the flaps and retracting the landing gear after takeoff. Contributing to the accident was the pilot's fatigue."
4-Oct-14,156,Wichita Falls, Texas,,USA,USA,5120,Air Evac Lifeteam,2990,?,"Waurika, OK - Wichita Falls, TX",Bell 206L,?,?,4   (passengers:1  crew:3),4 ,2   (passengers:1  crew:1),2 ,0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured."
30-Jul-16,742,Near Lockhart, Texas,,USA,USA,5120,Heart of Texas Hot Air Balloon Rides,13140,?,Sightseeing Fentress Airpark,Kubicek BB85Z Hot Air Balloon,N2469L,?,16   (passengers:15  crew:1),16 ,16   (passengers:15  crew:1),16 ,?,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.
27-Sep-89,9:53,Grand Canyon National Park Airport, Tusayan, Arizona,USA,USA,5120,Grand Canyon Airlines,12690,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,21   (passengers:19  crew:2),21 ,10   (passengers:8  crew:2),10 ,0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around."
11-Jan-38,19:40,Pago Pago, U.S. Samoa,,USA,USA,5120,Pan American World Airways,20960,1,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7   (passengers:0  crew:7),7 ,7   (passengers:0  crew:7),7 ,0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper.""  Pan American's first pilot, Captain Edwin C. Musick, killed."
2-Oct-74,19:30,Off Saint Thomas, U.S. Virgin Islands,,USA,USA,5120,North Cay Airways,20100,?,Saint Croix - Saint Thomas,Britten-Norman BN-2A Islander,N864JA,175,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,Crashed into the ocean.
26-Oct-81,18:24,St. Thomas, U.S. Virgin Islands,,USA,USA,5120,Aerolineas Argo,1960,?,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,HI-328,2607,5   (passengers:2  crew:3),5 ,5   (passengers:2  crew:3),5 ,0,After executing a turn to avoid traffic the cargo plane struck the ocean. Pilot misjudged the altitude and clearance.
23-Nov-31,?,Salt Lake City, Utah,,USA,USA,5120,Boeing Air Transport,7680,?,?,Boeing 40,NC7465,897,1   (passengers:0  crew:1),1 ,1   (passengers:0  crew:1),1 ,0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark and in a snowstorm.
23-Feb-34,c14:15,Near Salt Lake City, Utah,,USA,USA,5120,Boeing Aircraft Company,7690,?,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8   (passengers:5  crew:3),8 ,8   (passengers:5  crew:3),8 ,0,"Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain."
15-Dec-36,3:14,Near Salt Lake City, Utah,,USA,USA,5120,Western Air Express,28580,6,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,7   (passengers:4  crew:3),7 ,7   (passengers:4  crew:3),7 ,0,Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local static condition which rendered both range receivers in the airplane inoperative.
4-Nov-40,4:42,Near Centerville, Utah,,USA,USA,5120,United Air Lines,27530,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10   (passengers:8  crew:2),10 ,10   (passengers:8  crew:2),10 ,0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
1-May-42,23:00,Salt Lake City, Utah,,USA,USA,5120,United Air Lines,27530,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17   (passengers:14  crew:3),17 ,17   (passengers:14  crew:3),17 ,0,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined."
15-Dec-42,1:22,Fairfield, Utah,,USA,USA,5120,Western Airlines,28590,1,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,NC16060,1900,19   (passengers:15  crew:4),19 ,17   (passengers:13  crew:4),17 ,0,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined."
29-Dec-43,c 15:00,Lakeside, Utah,,USA,USA,5120,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,18820,?,Wendover Field - Pocatello AAB,Consolidated B-24 / Consolidated B-24,42-7183/42-7408,?,25   (passengers:0  crew:25),25 ,25   (passengers:0  crew:25),25 ,0,A midair collision occurred while on a cross-country flight flying in formation. Twelve kiled aboard 4207183 and thirteen aboard 42-7408. Faulty flying technique displayed by the pilot of 42-7183.
21-Aug-47,6:11,Hanksville, Utah,,USA,USA,5120,Slick Airways,24390,?,?,Curtiss C-46E,NC59488,2935,3   (passengers:1  crew:2),3 ,3   (passengers:1  crew:2),3 ,0,The cargo plane entered a thunderstorm and struck Blue Bell Knoll Mountain. The continuation of the flight into instrument weather conditions over mountainous terrain at an altitude too low to clear the mountains en route.
24-Oct-47,12:29,Bryce Canyon, Utah,,USA,USA,5120,United Air Lines,27530,608,Los Angeles - New York City,Douglas DC-6,NC37510,42875/17,53   (passengers:48  crew:5),53 ,53   (passengers:48  crew:5),53 ,0,"Fire was reported on board the aircraft before it crashed.  An almost identical accident with the same cause occurred on 11/11/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slip stream, entering the cabin heater combustion air intake scoop. When the cabin heater came on an explosion and fire  occurred. The fire was fueled by magnesium flares strored in the cabin heater compartment. Caused by a design flaw in the aircraft which allowed vented fuel to be carried back into the cabin heater air intake."
15-Oct-60,?,Plain City, Utah,,USA,USA,5120,Capitol Airways,8580,?,"Rapid City, South Dakota - Ogden, UT",Curtiss C-46F,N1300N,22481,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,"The right wing of the cargo plane separated from the aircraft at 6,500 ft. Fatigue of the right wing lower attach angle bolts resulting in an in-flight wing failure."
